id,feature-0,feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9
0,0.40590947817486034,0.15405694235483458,0.44518351970453574,0.07954354343319625,0.9157837657180238,0.07927141860264553,0.9737313284487126,0.528009883236727,0.9457985237955838,0.34114214495878037
1,0.9609390845696807,0.5342963118276147,0.6594929113348236,0.41822974466123564,0.41909187848369023,0.6147254382165398,0.6113064810522606,0.9680695495897887,0.37017892236828764,0.2972103492351731
2,0.733104239517547,0.4101817500964613,0.2679628923568844,0.06028704415768904,0.5365503803018068,0.012540121282916039,0.018132442197557497,0.8755222727332092,0.07453276605071635,0.7865602905974881
3,0.7540451296547938,0.15033494194979802,0.5631177876421865,0.5821965823471837,0.1341908549044737,0.010630703735120761,0.40141014805753406,0.12597980013074161,0.664431303674265,0.10174682619648623
4,0.711047850129266,0.04993328629974081,0.14112005316937537,0.13323738645629213,0.9427506971911963,0.3996655210194022,0.555156779193236,0.38966129378293,0.53407821146269,0.319491642010178
5,0.4612161914205761,0.48972083508699105,0.8671733246852278,0.7491572034840721,0.4338644722933158,0.5896898094969065,0.6847106996084331,0.810076673368735,0.13854231601940437,0.32679267645863164
6,0.7148730224450253,0.9618929354412592,0.996726431567871,0.9284972774866487,0.6180676634569958,0.3699762565316653,0.852634060224557,0.9057681840248103,0.4548161190405101,0.7297111974298102
7,0.3372997272477305,0.7935427014701666,0.999164528481281,0.5691311320858721,0.86931206484851,0.9744170731302599,0.7212783559269604,0.23090382465754655,0.24899193614327697,0.8072962233116917
8,0.0895232097111216,0.3606254716428081,0.7102508684604201,0.22551420216096685,0.5432487836750148,0.672447558978287,0.8285906724198903,0.5356504964121842,0.7165766263840228,0.0028270623745551005
9,0.23227619086256845,0.3556778923666105,0.9429848059568624,0.09220993656996168,0.8738305921556079,0.948485527929763,0.15987947294904015,0.15273272672900295,0.0861113950854614,0.16521921070330448
10,0.38428137418525654,0.3750382031045574,0.07819226365792875,0.7583388935098969,0.12638467714699242,0.49162523733030994,0.9346453914319129,0.064056029899348,0.09435784775288358,0.09843359302305354
11,0.5644105017759552,0.3819720687361854,0.1483352558818497,0.174690045994487,0.1906406512412564,0.6615627474650682,0.8114185126102871,0.5496496555461007,0.9175601858314621,0.7351423576846764
12,0.9005458269190487,0.6323473568154333,0.4637919724409122,0.6961407569947057,0.44970962934583514,0.8854836261632854,0.2762005435261432,0.4097781434289116,0.08262932879978035,0.08562246900569925
13,0.1505721994448156,0.638827179812162,0.500840792514528,0.5876996412635874,0.05486891778614633,0.5725271237079665,0.2669572970859837,0.3383354000522878,0.40054076593409527,0.10624944177265483
14,0.1098714733429107,0.8510183555374131,0.1722243219405667,0.0619217384977081,0.15009135142165875,0.5985611611694852,0.3987200382278101,0.2883225540500599,0.13581660883973434,0.15034370842274336
15,0.9994953248370408,0.7827514409873432,0.18478524431692422,0.49741906136101555,0.3491871279776052,0.08487766711943179,0.9741881845431104,0.8053623419447868,0.2988693005089167,0.06600835657158777
16,0.9710298357189447,0.861206901475465,0.6773792992051983,0.09922562144438463,0.13905678359968088,0.5547571026724127,0.2787005414572733,0.8132594406765559,0.5390172872324945,0.3577038362232239
17,0.14576538410025375,0.8340582140366277,0.21796948344840106,0.5661443724015176,0.16138327492629578,0.15843759922868783,0.5963188428501597,0.5723194538149456,0.8431932452815011,0.7012634266423329
18,0.3111781423453739,0.16266773934861734,0.3741351852958533,0.568032561845763,0.09039297865221596,0.9422428246196706,0.26962068746401346,0.6769635414707702,0.04950578087886237,0.42452731420713863
19,0.8502291733269177,0.6293065671528387,0.24616308716433188,0.8140413042474806,0.5624091019107831,0.15990606061529578,0.048936593324982125,0.5991389313068851,0.043095632932450334,0.904124025817219
20,0.34995469787353595,0.26586724910461634,0.2915847936394238,0.6277880960958249,0.40985032703699864,0.4192789963022049,0.8047281413244682,0.5353763588555316,0.3258067186520931,0.013030999539931254
21,0.21531168507563414,0.29580307948264284,0.6840329121118827,0.08061412162933224,0.7900346546036688,0.8775961241071975,0.8592573628563205,0.2703080572046219,0.8934251030190642,0.45009868273968245
22,0.3166669451388259,0.15879367362641783,0.6960461609039064,0.15450506977316325,0.2972563870465045,0.7456031989007768,0.8696477023267857,0.6799914868031597,0.19424322800072147,0.34928848181112304
23,0.9380236203890363,0.6629581824437225,0.21045130004883417,0.4588447340759575,0.7439434819558687,0.68567657525199,0.5301289010001545,0.5082561319566476,0.6142950265987304,0.6915091835236664
24,0.4689354197773896,0.9085194915417841,0.371822188972204,0.7901124894422143,0.21119797010608543,0.8901822965951908,0.4851010225933643,0.1212983931543331,0.8974352442459462,0.40751906190509624
25,0.9156101895698354,0.6617502535616412,0.1069597879113009,0.7875353360506429,0.3282092085573701,0.23409146389889413,0.682725769424287,0.42060981384330864,0.9912172811004133,0.8534171837306993
26,0.18791975465858735,0.17308342680170152,0.6869188098333896,0.7894384362411944,0.14774271162795738,0.09445584913602345,0.18542004364131492,0.4774339134132862,0.8891881906581334,0.27548035574584195
27,0.6188792311765264,0.705343253144665,0.24780735092961592,0.5414427930105189,0.2255536908095005,0.838999075494692,0.027834489369339188,0.4390399078589835,0.9558963112600573,0.21940226477088398
28,0.5537950407919854,0.15205035050523208,0.5292605013288111,0.7948167545710852,0.16950793872461567,0.4692877982942498,0.10603951019564073,0.8032310548556525,0.14521970828565856,0.25418431562898025
29,0.9984562758377097,0.43451573545335365,0.9617027543815613,0.584762988643875,0.9927300402370229,0.3127896543476474,0.0815419705870215,0.3950102526298972,0.8356549968395194,0.8136474245796056
30,0.5595995953779576,0.7923753855296412,0.583877895980325,0.8201434776855308,0.2624033482258681,0.530806672007622,0.5096762955992036,0.19268624344373197,0.9927017811215008,0.12128961169927899
31,0.9625626481055368,0.12036473308454687,0.9636752074178295,0.009722800863106396,0.048518629861256546,0.6922026116538716,0.49758603138320445,0.6091890706297847,0.029008621842865567,0.7251437695469373
32,0.8729991587422097,0.590165171740266,0.7781246155261468,0.46675182787617386,0.3379243387091063,0.1762764197348078,0.2624848600526569,0.2145848898381596,0.8875430273287103,0.48941342814457967
33,0.08057518770712413,0.7450306667711849,0.8568465990018602,0.011701212769425373,0.5449049323251861,0.868613425733654,0.010786375955890493,0.23356571070312582,0.443808667347771,0.021596646116272322
34,0.6527297637232489,0.5571565318148762,0.5997100341654723,0.5060227292669325,0.7778680161615287,0.5225718593304932,0.80121685488167,0.23692064817168523,0.4056348768464706,0.6820887842213499
35,0.9422131037921586,0.6386899658225283,0.8553999146627517,0.6152693731115463,0.6568431149875823,0.8099371396777598,0.880555570857351,0.4253741370501323,0.7741075289948426,0.5770939935717371
36,0.7278370583944381,0.9601488296670515,0.13689779293613946,0.9662149154467663,0.44155534361544524,0.14783424966385605,0.1460927249562498,0.20611951853208677,0.003017994443324401,0.5116403585402517
37,0.20438341596116805,0.7861453345199761,0.9967536428304178,0.8340152815949713,0.7457158132574631,0.9800802412930334,0.479162369162637,0.2784739773194356,0.21854994170892517,0.9602995013553275
38,0.6720658145711851,0.803069677615773,0.7991792085384326,0.5416975537586359,0.0649997739909185,0.9966396414971945,0.36187241381671964,0.9429371859861466,0.8393800779695707,0.8557669235271023
39,0.8669607719530854,0.7495270149770045,0.8467529672104301,0.5574287261592208,0.5502475476215837,0.21974324239458698,0.14085380689335059,0.6221709119180113,0.23739761025844586,0.8156640063092291
40,0.46967714538551,0.3415405774227891,0.12605144557037595,0.8106238844444512,0.7942857584165959,0.08842206608540959,0.5097161650084118,0.6998315778327592,0.18646103043368167,0.6540067765424303
41,0.19018313047064905,0.6030292363956442,0.8720421176799051,0.22336595467740272,0.4850902817234577,0.463056890422064,0.6429415605732519,0.25284827704734414,0.15632283870382524,0.8440239346519495
42,0.9731738317515333,0.12352998552921712,0.8743703248162721,0.623407426166349,0.7390943235641854,0.22407572905421924,0.505423449474701,0.6600133968280221,0.898773736785355,0.8298588460719565
43,0.058899076879404655,0.14254648984649498,0.9165785384894686,0.8074317959064945,0.23408308810820644,0.4390665973529244,0.09128222528082774,0.5709584244970936,0.6897986163029226,0.05495125682980029
44,0.15909475843784537,0.8849783347176707,0.33954749243295523,0.6244933613093199,0.20644361502820618,0.04778691209318153,0.7501371445125715,0.8466419785577532,0.5133997522488597,0.996693292208254
45,0.9815533822784075,0.5897703938891201,0.18629800304329602,0.8922400612378035,0.18044266903249528,0.3353458685905554,0.2647482425512183,0.34960829648477065,0.8846643323544308,0.4056699970466119
46,0.16752198295433562,0.9578006342660835,0.8198248329646556,0.4816523377405447,0.25535939651062234,0.35675540200829337,0.5026137463663346,0.23313832335833096,0.6246706440760846,0.1850850752216241
47,0.4128471230836137,0.17353266118016775,0.10955665059745456,0.4347755756604442,0.8085545411284681,0.7021314700329673,0.18302386805290838,0.682043928760731,0.5382609741775642,0.6660815526067061
48,0.7281709031463779,0.5434912245277341,0.0019317793014319573,0.8661640774580472,0.7826132102741672,0.27393382098682195,0.41120178114795214,0.03023180871879927,0.2789096482495347,0.0366871947873445
49,0.2388920006481493,0.7366548560361084,0.3007925289588349,0.07607981454664658,0.6678267088411297,0.4478976573341813,0.5646038629087494,0.6232648763008908,0.17333553770442645,0.6935645266344642
50,0.9182737299735005,0.493945607516574,0.9500157031167548,0.7160795530641684,0.7704967918374095,0.4479097846764857,0.6411236662562873,0.006544572619451072,0.09848195316531816,0.671420275978447
51,0.45919957768336905,0.8316585634910165,0.6363435218153325,0.3836217803923172,0.28336185924339263,0.44249845325347403,0.4357611922717922,0.030822792197345295,0.11496773498960922,0.5572392356224786
52,0.054619037755775146,0.68537299463413,0.3613821326477029,0.8190347068453222,0.6604725898019962,0.19369503605059568,0.13640432441106976,0.0977659825772178,0.2260456844770652,0.2521679828821324
53,0.5656429451491208,0.9844716711346757,0.45980068850869804,0.7536906551300839,0.5391910255169711,0.0003151340226564825,0.2959426157855667,0.05066062362583568,0.8161506153062101,0.5846030369330368
54,0.9230561390502076,0.0713536896119239,0.9420001218298465,0.6683807225783353,0.8283720140076862,0.37195242432677056,0.0372912554783027,0.6953750482703568,0.01056106715773053,0.3146246595272476
