id,itemfeature-0,itemfeature-1,itemfeature-2,itemfeature-3,itemfeature-4,itemfeature-5,itemfeature-6,itemfeature-7
10000,0.8857021408306257,0.2801436464227295,0.8981279824355741,0.7566714721730406,0.482743028686207,0.8637592429346355,0.6880582280778695,0.4932131048142572
10001,0.0775984993204103,0.3769737732359645,0.16522290619139335,0.43933831215853947,0.7200306641466381,0.16237799941484843,0.9976553000681689,0.39640996853792443
10002,0.9861764910940468,0.9174955369131269,0.5147875673199831,0.6741146741549523,0.8609675400407601,0.21780662514165816,0.6051657766583904,0.8811960173427894
10003,0.6007402139442934,0.5896559519070107,0.573460976451403,0.29810767982178643,0.2853468435430625,0.5505567549354824,0.48543927610020665,0.6483168549093598
10004,0.21489452967881983,0.7930604904767012,0.4019988378072221,0.5923782786093132,0.9745098336880298,0.18109877863669566,0.7126725529047654,0.4049545395195684
10005,0.7699180617601734,0.8860858748053884,0.39178998448076563,0.8416152973745071,0.016467651515898796,0.15397651494939124,0.5145552512668503,0.7368471940548382
10006,0.3407945115768084,0.03204558460194196,0.9306190014996868,0.6022793399887464,0.20448410739075218,0.6258498632695291,0.8395485407460619,0.8449363471049673
10007,0.6341218740683763,0.7485109198875727,0.27188357352119985,0.8053292603784226,0.7804931234832648,0.21670827154931394,0.2886454445932183,0.40027231003415475
10008,0.29056599674280115,0.9954627276559603,0.05235504570087701,0.7962962361821344,0.7728383746406077,0.7087978868038145,0.2902162294087085,0.6685734654420241
10009,0.6975740770315653,0.6604687426985757,0.4452109090216585,0.6855379444042157,0.5047009887524112,0.5277086619881202,0.18465709258706087,0.009633324133271115
10010,0.20415343184324874,0.13618503998018916,0.7583701164622202,0.325768924300047,0.5452151578991868,0.6014267396306427,0.00986574795167705,0.6218761340773551
10011,0.10151929526406578,0.1713545937533253,0.4553651158695915,0.967195877160381,0.3655755543214094,0.8161500706083467,0.7933553863333564,0.2394469639117608
10012,0.8386803984077301,0.6351985212261472,0.05499523408461393,0.14358626584235612,0.2689518590234712,0.4767335988307997,0.4485970366360449,0.23552675366432518
10013,0.10034208569373027,0.2675346449495969,0.5849629021965342,0.6916373345546386,0.1403209661594942,0.007791666151879761,0.8049020716646133,0.8833296780809722
10014,0.14291875055374448,0.3949432816290903,0.5949902628249991,0.9424193416081842,0.22407023829217687,0.145681107098664,0.1494625475837914,0.5097757040536695
10015,0.1947156832018988,0.5534578118399353,0.04024670141019182,0.22927546244752461,0.5914397640441521,0.2014084234348763,0.62827929923708,0.07845608670081616
10016,0.4720747920951339,0.6421281852399863,0.7135092132406907,0.8390480961575886,0.08690474997859354,0.22857420738450018,0.7213263497212062,0.929536639017381
10017,0.16977986508012666,0.5366230733768879,0.8606077145427268,0.06392216415989782,0.3360890890858119,0.3159037571543445,0.7191517893256317,0.5639743463343687
10018,0.49176046018009867,0.6297726538225212,0.6413765213154603,0.4660250723993439,0.34565420422314563,0.5470492458142704,0.10441741465075183,0.5522277172785901
10019,0.7569459684544595,0.7320378096170126,0.9168113324496671,0.6803147756212017,0.37314112953126544,0.9726820008614003,0.04434827380330697,0.2136171667614123
10020,0.11362522319353052,0.5426717661029349,0.5983365534172059,0.4301560531329438,0.10911694489935486,0.9687813208537855,0.774934789333163,0.10082186283490635
10021,0.8030638558879388,0.6304404146576269,0.32000616845863894,0.30268804951809514,0.24183315913275227,0.4768069117016279,0.39670947543033774,0.8227145445555901
10022,0.6073760594948062,0.06910178736803141,0.20254582601260707,0.8151109450091327,0.2776651441129536,0.21628635817928088,0.8091730449710138,0.9960932546897937
10023,0.2442286330850567,0.1255524505278134,0.08937799703041183,0.8225314286182315,0.8653119126766741,0.0242174900754466,0.5089878051256085,0.17086640893210125
10024,0.9462055811806036,0.008911338704952976,0.5863800267219837,0.2782577601318569,0.8448345882893157,0.043636979158959255,0.6035573758823143,0.7492265313645103
10025,0.7426796728441052,0.02124472917550435,0.6557559940977185,0.1564154342613352,0.34734498524098134,0.43353042260914143,0.3832277810712573,0.495171229848146
10026,0.5486539402226813,0.5538659852520389,0.6181642124377189,0.05107322991415497,0.22230257060076553,0.8376248229890687,0.7917438105846644,0.9671896020962777
10027,0.5999613872785168,0.032025573721337075,0.5094908560935206,0.8773916570768764,0.3171723892676449,0.5429781997170675,0.4548416776739992,0.4032986762218256
10028,0.4317192662059304,0.13855288346671224,0.6887013329927624,0.015905082990840924,0.3306570107597244,0.97810845468475,0.8725281525206839,0.2149636162423324
10029,0.20415634473003186,0.8690070205695127,0.13514187994359328,0.16272753669685525,0.2552941704645503,0.19247351415750436,0.6865603623449962,0.9893674098573186
10030,0.7153182233441502,0.8353269557484744,0.6245317158340753,0.8318599523124932,0.5654156506278136,0.04222771086042609,0.20235476013870513,0.20987406446976453
10031,0.20139461258937297,0.3712866525728328,0.17225618145766386,0.061066778091371066,0.4352494809559887,0.7269920803173974,0.5759675427160339,0.309532765683903
10032,0.6854692674202507,0.8037826283972423,0.8962740489495028,0.5170487370109356,0.5643644396801879,0.672513546521713,0.48383165174978326,0.8107996780877009
10033,0.8691412008092505,0.38195570627700703,0.4684675635362682,0.06378915543367203,0.8984753681957813,0.3505785449353763,0.123857525638295,0.06805059693881299
10034,0.2647129379412614,0.5640121132161329,0.470675558355638,0.7553192611919602,0.756007142072828,0.5628527430360186,0.1329794131213098,0.9099602219061834
10035,0.5293722720739789,0.16489225048529943,0.29472317487287425,0.04637687801865831,0.5783441151308499,0.3847661629010669,0.8912681255406971,0.7453644682836051
10036,0.33922851195598647,0.28766517681884907,0.45740289725200367,0.5714277952263512,0.6521484846896459,0.6294006599810583,0.152449496731631,0.7046864389883726
10037,0.17341227533563341,0.170449546239118,0.5093327838580427,0.6232726058820964,0.01464692113447974,0.5073957579194356,0.8757578722376287,0.17060371877232328
10038,0.3117610872711948,0.15447668821105642,0.28871213484097213,0.656776365893899,0.8471250674000558,0.4308270607083543,0.6488725641149454,0.7235372836140603
10039,0.22392712571925877,0.3248396223133042,0.948759200047443,0.9194450543932207,0.7096100848095214,0.23983478735832964,0.7831464958033955,0.10239210834499435
10040,0.04715485809912667,0.48970043976185085,0.4177285991849463,0.33938113041715046,0.03323064231153272,0.07907860518395848,0.32212955997638204,0.09894209763649464
10041,0.0886383910554055,0.08483762925897687,0.3222127496582555,0.37602449625587553,0.05519438173835722,0.47438692872130384,0.7451309152351973,0.49381018150113143
10042,0.48811152482286835,0.5047896547664501,0.1842867752935624,0.41237782338897044,0.5537222631993333,0.746870809091648,0.07391009580800201,0.9353207604098495
10043,0.17345962381469415,0.24423330587931336,0.148165625225109,0.8358374355537703,0.19791111772534864,0.005142501269350674,0.685711460059172,0.6166759955865223
10044,0.34014961509631136,0.16762211348290923,0.14762223572736288,0.6381430413942144,0.5760275013504513,0.8259823847145983,0.06266116282133471,0.5275738065019214
10045,0.4228045900312011,0.9754306598908263,0.06522153887565318,0.4841291921313503,0.7497162701547524,0.2111405376349329,0.8191264790508175,0.029354218974612323
10046,0.8270803342834006,0.013171648757270837,0.9770526348737364,0.6808352987739981,0.2636952916743346,0.014712948564078787,0.36694449313406996,0.7098817131169378
10047,0.7996588054795791,0.871057679237352,0.5445483459399654,0.5059448078661418,0.40671360159009406,0.7568611134676724,0.09807252148911871,0.7300909352390181
10048,0.4149963166303443,0.9079352432472603,0.052558684836983005,0.22284961330391595,0.15733263385813123,0.10958975893487799,0.677686481205636,0.3378327309311687
10049,0.5666203535024779,0.9212608752643366,0.6013634407628323,0.5761746886362966,0.6500729014119297,0.02307876774199369,0.3610748178741833,0.7773314667746036
10050,0.6394712988454225,0.8376006855265018,0.2033065610477106,0.5812719568807586,0.7424064862245079,0.3853198935068384,0.010374408662599754,0.990347833503883
10051,0.4554327312854728,0.4554701469666941,0.13428432469364704,0.9217913395070088,0.6325629303354076,0.790961779658471,0.02039859881246442,0.9527599456133179
10052,0.18050022319682746,0.2720334465956189,0.9951932621534909,0.434831978359433,0.9803139061379141,0.22730421836011827,0.06503042209638932,0.02500402118928069
10053,0.25923063196506724,0.6115405389907461,0.20551447034045212,0.03271654328470608,0.3682620188352982,0.519343913655639,0.24064099458335186,0.1957416556302516
10054,0.8732328989100361,0.0023893639257596133,0.8907494013902366,0.9528579624356348,0.2502915670952097,0.30225506359135723,0.0402117213159483,0.5227536986650184
10055,0.04939193909504058,0.5711221959539621,0.4778806669929738,0.21494545271550314,0.09790291380861227,0.21496993526600539,0.8699375510825369,0.7481313814342688
10056,0.5385283453226684,0.016036661743734193,0.26262478410045365,0.1668649218533379,0.43991251578000634,0.12511008537347412,0.9647832216112144,0.7051746564719417
10057,0.8542605390881415,0.9863733943487708,0.7063318763329508,0.6848280305095946,0.4844395037357535,0.3599908342413962,0.24634556425447018,0.7726904966534195
10058,0.9484916207932459,0.008362443792357732,0.9592185618664866,0.013410460813992886,0.48006548297205254,0.2879990371746316,0.8352401764323361,0.9626491615378281
10059,0.5018923849489616,0.784177844657408,0.6929712234098561,0.9168541470308803,0.12396894470763087,0.9557913984208463,0.9429810696791354,0.8147749180773539
10060,0.3264132097622202,0.5719931828084849,0.0694974222760878,0.6753084200732432,0.5747907194263256,0.5799600995167413,0.09457203264957281,0.5053906952051576
10061,0.24401179491271907,0.974573465133956,0.034811649731851135,0.8266623771275415,0.0969790122430505,0.6848855837295033,0.513910526570677,0.4091157798305647
10062,0.6414850705048144,0.9191609181245274,0.7283503996589312,0.9982064710888515,0.4893011510989116,0.7855171194786034,0.49368160131974814,0.41896864109686793
10063,0.4709823226057478,0.34172188912296264,0.7762255148978331,0.7924139191898908,0.8620005490623246,0.530622667116261,0.902356222203728,0.9657671319031976
10064,0.7222984547003133,0.3467810867419302,0.011576206201905026,0.043493643737123056,0.6245539456887207,0.6228118633211397,0.8232619228287067,0.5882859642594784
10065,0.8114037805836916,0.4115328154045682,0.6156249939302432,0.1666887885697903,0.5917464251753752,0.6211373802371676,0.04235640036835675,0.7521355018647036
10066,0.12818587113497015,0.9920969160033758,0.30439733413525527,0.5803738264573414,0.5454381679276675,0.8203932741211847,0.7283543976293517,0.4699834452432542
10067,0.2221201836025487,0.8707730093100229,0.14801816860686356,0.9186607367808037,0.2833505891765491,0.03050896887274912,0.9783476652498078,0.6767954542906898
10068,0.8245127290290368,0.6350818632023923,0.8173834774414251,0.8852552963585174,0.14667826598085398,0.3059057144516546,0.28482155612397686,0.6149167915906034
10069,0.5577985540639367,0.25888835730157334,0.31198190014209404,0.4813598847074573,0.6394423077387738,0.5094948803920636,0.774726021851037,0.7005431130047026
